SUBID,HEADING_MAIN,HM_CLASS,HM_TYPE,HM_FIELD,HM_BASIS,HEADING_VARIANT,HV_CLASS,HV_TYPE,HV_FIELD,HV_BASIS,HB_SUBID,HB_BASIS,HR_SUBID,HR_BASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA subid 10132,ORDES MILITARS,,,,,military orders,SUBJECT*HV_CLASS*ENGLISH,,,,BITECA subid 10080,,BITECA subid 10034,,,,,,,,,,,,,,2000-10-07,AVENOZA,2011-12-12,AVENOZA,,,,,ORDES MILITARS
BITECA subid 10133,GOIGS,,,,,goigs,SUBJECT*HV_CLASS*ENGLISH,,,,BITECA subid 10119,,BITECA subid 10091,,,,,,,,,,,,,,2000-10-10,AVENOZA,2011-12-12,AVENOZA,,,,,GOIGS
BITECA subid 10134,CARTOGRAFIA,,,,,cartography,SUBJECT*HV_CLASS*ENGLISH,,,,,,BITECA subid 10089,,,,,,,,,,,,,,2000-10-23,AVENOZA,2011-12-12,AVENOZA,,,,,CARTOGRAFIA
BITECA subid 10135,MISOGINIA,,,,,misogyny,SUBJECT*HV_CLASS*ENGLISH,,,,,,BITECA subid 10098,,,,,,,,,,,,,,2000-12-14,AVENOZA,2011-12-12,AVENOZA,,,,,MISOGINIA
BITECA subid 10136,Joc,,,,,game,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2003-05-19,AVENOZA,2008-04-15,ROVIRA,,,,,Joc
BITECA subid 10137,REGIMENTS DE SANITAT,,,,,hygiene,SUBJECT*HV_CLASS*ENGLISH,,,,,,BITECA subid 10002,,,,,,,,,,,,,,2003-10-20,AVENOZA,2011-12-12,AVENOZA,,,,,REGIMENTS DE SANITAT
BITECA subid 10138,PINTURA,,,,,painting,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2003-12-01,AVENOZA,2008-04-15,ROVIRA,,,,,PINTURA
BITECA subid 10139,MEDICINA REPRODUCTIVA,,,,,reproductive medicine,SUBJECT*HV_CLASS*ENGLISH,,,,BITECA subid 10002,,BITECA subid 10002,,,,,,,,,,,,,,2004-08-26,AVENOZA,2011-12-12,AVENOZA,,,,,MEDICINA REPRODUCTIVA
BITECA subid 10140,SEXE,,,,,sex,SUBJECT*HV_CLASS*ENGLISH,,,,BITECA subid 10139,,,,,,,,,,,,,,,,2004-08-26,AVENOZA,2008-04-15,ROVIRA,,,,,SEXE
BITECA subid 10141,CERIMONIAL,,,,,ceremonial,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2004-08-27,AVENOZA,2008-04-15,ROVIRA,,,,,CERIMONIAL
BITECA subid 10142,CÀBALA,,,,,cabbala,SUBJECT*HV_CLASS*ENGLISH,,,,BITECA subid 10077,,BITECA subid 10077,,,,,,,,,,,,,,2004-08-28,AVENOZA,2011-12-18,AVENOZA,,,,,CÀBALA
BITECA subid 10143,CLIMA,,,,,climate,SUBJECT*HV_CLASS*OTHER,,,,,,BITECA subid 10089,,,,,,,,,,,,,,2004-09-20,AVENOZA,2011-12-12,AVENOZA,,,,,CLIMA
BITECA subid 10144,Moneda,,,,,,,,,,,,BITECA subid 10026,,,,,,,,,,,,,,2005-01-12,AVENOZA,2011-12-12,AVENOZA,,,,,Moneda
BITECA subid 10145,MUSULMANS,,,,,,,,,,,,BITECA subid 10003,,,,,,,,,,,,,,2011-12-12,AVENOZA,,,,,,,MUSULMANS
BITECA subid 10146,GREMIS,,,,,,,,,,,,BITECA subid 10034,,,,,,,,,,,,,,2011-12-12,AVENOZA,,,,,,,GREMIS
BITECA subid 10147,Manuscrit datat,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-23,AVENOZA,,,,,,,Manuscrit datat
BITECA subid 10148,Document datat,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-25,AVENOZA,,,,,,,Document datat
BITECA subid 10149,Volum notarial datat,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-28,AVENOZA,,,,,,,Volum notarial datat
BITECA subid 10150,ROMANÇ,SUBJECT*HM_CLASS*GENRE,,,,romanç,SUBJECT*HV_CLASS*CATALÀ,,,,,,,,,,,,,,,,,,,,2024-01-23,SORIANO,2024-01-23,SORIANO,,,,,ROMANÇ
