GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA geoid 1609,GEOGRAPHY*NAME_CLASS*U,Santa Eulalia de Sorriba,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1280,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-08-16,AVENOZA,,,,,,,Santa Eulalia de Sorriba
BITECA geoid 1610,GEOGRAPHY*NAME_CLASS*U,Siétamo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-08-16,AVENOZA,,,,,,,Siétamo
BITECA geoid 1612,GEOGRAPHY*NAME_CLASS*U,Vilanant,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*W,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q6001263,,,,,,,,,,,,,,,,2002-08-16,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q6001263,,2024-04-10,Vilanant (marquesat)
BITECA geoid 1613,GEOGRAPHY*NAME_CLASS*U,Tinença d’Alcalatén,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*M,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q6141535,,,,,,,,,,,,,,,,2002-08-16,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q6141535,,2024-04-10,Tinença d’Alcalatén (Altres)
BITECA geoid 1614,GEOGRAPHY*NAME_CLASS*U,Senyoriu de Castellgalí,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*M,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q121083816,,,,,,,,,,,,,,,,2002-08-19,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q121083816,,2024-04-10,Senyoriu de Castellgalí (Altres)
BITECA geoid 1615,GEOGRAPHY*NAME_CLASS*U,Senyoriu de Pierola,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*M,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8557,,,Q876374,,,,,,,,,,,,,,,,2002-08-19,AVENOZA,2024-04-10,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q876374,,2024-04-10,Senyoriu de Pierola (Altres)
BITECA geoid 1616,GEOGRAPHY*NAME_CLASS*U,Ducat d’Alba,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-08-24,AVENOZA,2024-05-06,TRIADO,,,,,Ducat d’Alba (ducat)
BITECA geoid 1617,GEOGRAPHY*NAME_CLASS*U,Inca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-09-03,AVENOZA,,,,,,,Inca
BITECA geoid 1618,GEOGRAPHY*NAME_CLASS*U,Albània,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-09-03,AVENOZA,,,,,,,Albània (nació)
BITECA geoid 1619,GEOGRAPHY*NAME_CLASS*U,Hostafranchs,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-09-20,AVENOZA,,,,,,,Hostafranchs
BITECA geoid 1620,GEOGRAPHY*NAME_CLASS*U,Clariana de Cardener,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-09-20,AVENOZA,2024-05-07,SORIANO,,,,,Clariana de Cardener
BITECA geoid 1621,GEOGRAPHY*NAME_CLASS*U,Touget,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-21,AVENOZA,,,,,,,Touget
BITECA geoid 1622,GEOGRAPHY*NAME_CLASS*U,Rodez,,,,,,,GEOGRAPHY*CLASS*E,GEOGRAPHY*TYPE*D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-21,AVENOZA,2002-10-21,AVENOZA,,,,,Rodez (diòcesi)
BITECA geoid 1623,GEOGRAPHY*NAME_CLASS*U,Hita,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-20,AVENOZA,,,,,,,Hita
BITECA geoid 1624,GEOGRAPHY*NAME_CLASS*U,Úbeda,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-20,AVENOZA,,,,,,,Úbeda
BITECA geoid 1625,GEOGRAPHY*NAME_CLASS*U,Cazalegas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-29,AVENOZA,2024-05-07,SORIANO,,,,,Cazalegas
BITECA geoid 1626,GEOGRAPHY*NAME_CLASS*U,Mahó,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-27,AVENOZA,,,,,,,Mahó
BITECA geoid 1627,GEOGRAPHY*NAME_CLASS*U,Ciutadella,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-27,AVENOZA,,,,,,,Ciutadella
BITECA geoid 1628,GEOGRAPHY*NAME_CLASS*U,Alcalà de Xivert,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-02,AVENOZA,2024-05-07,SORIANO,,,,,Alcalà de Xivert
BITECA geoid 1629,GEOGRAPHY*NAME_CLASS*U,Ducat de Berwick,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-05,AVENOZA,2024-05-06,TRIADO,,,,,Ducat de Berwick (ducat)
BITECA geoid 1630,GEOGRAPHY*NAME_CLASS*U,Saint-Hilaire-sur-Benaize,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*S,,BITECA geoid 1140,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q1092387,,,,,,,,,,,,,,,,2003-10-23,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1092387,,2024-02-08,Saint-Hilaire-sur-Benaize
BITECA geoid 1631,GEOGRAPHY*NAME_CLASS*U,Sabadell,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-27,AVENOZA,,,,,,,Sabadell
BITECA geoid 1632,GEOGRAPHY*NAME_CLASS*U,Verona,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-27,AVENOZA,2008-12-18,SORIANO,,,,,Verona
BITECA geoid 1633,GEOGRAPHY*NAME_CLASS*U,Mora,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-01-14,AVENOZA,,,,,,,Mora
BITECA geoid 1634,GEOGRAPHY*NAME_CLASS*U,Quart,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-08,AVENOZA,,,,,,,Quart
BITECA geoid 1635,GEOGRAPHY*NAME_CLASS*U,Biniés,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1131,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q3573307,,,,,,,,,,,,,,,,2004-03-11,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q3573307,,2024-03-21,Biniés
BITECA geoid 1636,GEOGRAPHY*NAME_CLASS*U,Selgua,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-03-30,AVENOZA,,,,,,,Selgua
BITECA geoid 1637,GEOGRAPHY*NAME_CLASS*U,Andorra,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-04-19,AVENOZA,,,,,,,Andorra (estat)
BITECA geoid 1638,GEOGRAPHY*NAME_CLASS*U,Manacor,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05-19,AVENOZA,,,,,,,Manacor
BITECA geoid 1639,GEOGRAPHY*NAME_CLASS*U,Marquesat de San Juan de Piedras Albas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-06-22,AVENOZA,2024-05-17,TRIADO,,,,,Marquesat de San Juan de Piedras Albas (marquesat)
BITECA geoid 1640,GEOGRAPHY*NAME_CLASS*U,Cocentaina,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-06-24,AVENOZA,,,,,,,Cocentaina
BITECA geoid 1641,GEOGRAPHY*NAME_CLASS*U,Elna,,,,,,,GEOGRAPHY*CLASS*E,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-06-24,AVENOZA,,,,,,,Elna
BITECA geoid 1642,GEOGRAPHY*NAME_CLASS*U,Marquesat de Pidal,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-03,AVENOZA,2024-05-17,TRIADO,,,,,Marquesat de Pidal (marquesat)
BITECA geoid 1643,GEOGRAPHY*NAME_CLASS*U,Sud de França,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-27,AVENOZA,,,,,,,Sud de França (regió)
BITECA geoid 1644,GEOGRAPHY*NAME_CLASS*U,Paulmy,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-30,AVENOZA,,,,,,,Paulmy (comarca)
BITECA geoid 1645,GEOGRAPHY*NAME_CLASS*U,Valenciennes,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-30,AVENOZA,,,,,,,Valenciennes
BITECA geoid 1646,GEOGRAPHY*NAME_CLASS*U,Seigneleay,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-18,AVENOZA,,,,,,,Seigneleay
BITECA geoid 1647,GEOGRAPHY*NAME_CLASS*U,Lesdiguières,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*U,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8557,,,Q876377,,,,,,,,,,,,,,,,2004-08-22,AVENOZA,2024-04-10,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q876377,,2024-04-10,Lesdiguières (ducat)
BITECA geoid 1648,GEOGRAPHY*NAME_CLASS*U,Saint-Bonnet-en-Champsaur,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-22,AVENOZA,2024-04-02,SORIANO,,,,,Saint-Bonnet-en-Champsaur
BITECA geoid 1649,GEOGRAPHY*NAME_CLASS*U,Ile-Bouchard,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-22,AVENOZA,,,,,,,Ile-Bouchard
BITECA geoid 1650,GEOGRAPHY*NAME_CLASS*U,Saint-Quentin,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-22,AVENOZA,,,,,,,Saint-Quentin
BITECA geoid 1651,GEOGRAPHY*NAME_CLASS*U,Hamburg,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1184,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-22,AVENOZA,2008-12-18,SORIANO,,,,,Hamburg
BITECA geoid 1652,GEOGRAPHY*NAME_CLASS*U,Bisignano,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-22,AVENOZA,,,,,,,Bisignano
BITECA geoid 1653,GEOGRAPHY*NAME_CLASS*U,Mirandola,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-28,AVENOZA,,,,,,,Mirandola
BITECA geoid 1654,GEOGRAPHY*NAME_CLASS*U,Concordia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-28,AVENOZA,,,,,,,Concordia
BITECA geoid 1655,GEOGRAPHY*NAME_CLASS*U,Ultramar,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-28,AVENOZA,,,,,,,Ultramar (regió)
BITECA geoid 1656,GEOGRAPHY*NAME_CLASS*U,Apuglia,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-31,AVENOZA,,,,,,,Apuglia (regió)
BITECA geoid 1657,GEOGRAPHY*NAME_CLASS*U,Noja,,,,,,nom modern,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1656,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-31,AVENOZA,2013-04-13,AVENOZA,,,,,Noja
BITECA geoid 1658,GEOGRAPHY*NAME_CLASS*U,Llucmajor,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-18,AVENOZA,,,,,,,Llucmajor
BITECA geoid 1659,GEOGRAPHY*NAME_CLASS*U,Babilònia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-19,AVENOZA,,,,,,,Babilònia
BITECA geoid 1660,GEOGRAPHY*NAME_CLASS*U,Washington,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1970,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-26,AVENOZA,2008-12-18,SORIANO,,,,,Washington
BITECA geoid 1661,GEOGRAPHY*NAME_CLASS*U,Quintin,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-09,AVENOZA,2004-12-09,AVENOZA,,,,,Quintin
BITECA geoid 1662,GEOGRAPHY*NAME_CLASS*U,Itàlia meridional,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-16,AVENOZA,,,,,,,Itàlia meridional (regió)
BITECA geoid 1663,GEOGRAPHY*NAME_CLASS*U,Eu,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*C,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q1978341,,,,,,,,,,,,,,,,2004-12-20,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1978341,,2024-04-02,Eu (comtat)
BITECA geoid 1664,GEOGRAPHY*NAME_CLASS*U,Santa Eulalia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-27,AVENOZA,,,,,,,Santa Eulalia (comarca)
BITECA geoid 1969,GEOGRAPHY*NAME_CLASS*U,Cambridge (MA),,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1970,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-27,AVENOZA,2005-04-27,AVENOZA,,,,,Cambridge (MA)
BITECA geoid 1970,GEOGRAPHY*NAME_CLASS*U,United States of America,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-27,AVENOZA,2008-12-18,SORIANO,,,,,United States of America (nació)
BITECA geoid 1971,GEOGRAPHY*NAME_CLASS*U,Amsterdam,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-06,AVENOZA,,,,,,,Amsterdam
BITECA geoid 1972,GEOGRAPHY*NAME_CLASS*U,Cádiz,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-13,AVENOZA,,,,,,,Cádiz
BITECA geoid 1973,GEOGRAPHY*NAME_CLASS*U,Warren Wood (Hatfield),,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*C,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1033,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-20,AVENOZA,2008-12-18,SORIANO,,,,,Warren Wood (Hatfield) (comtat)
BITECA geoid 1974,GEOGRAPHY*NAME_CLASS*U,San Francisco,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1057,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-20,AVENOZA,2024-05-17,TRIADO,,,,,San Francisco
BITECA geoid 1975,GEOGRAPHY*NAME_CLASS*U,Quadret,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-29,AVENOZA,,,,,,,Quadret
BITECA geoid 1976,GEOGRAPHY*NAME_CLASS*U,Síria,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-10,AVENOZA,,,,,,,Síria (nació)
BITECA geoid 1977,GEOGRAPHY*NAME_CLASS*U,Ninive,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-10,AVENOZA,,,,,,,Ninive
BITECA geoid 1978,GEOGRAPHY*NAME_CLASS*U,Xuixtar,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-10,AVENOZA,2024-04-02,SORIANO,,,,,Xuixtar
BITECA geoid 1980,GEOGRAPHY*NAME_CLASS*U,Cabanes,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-02,AVENOZA,,,,,,,Cabanes
BITECA geoid 1981,GEOGRAPHY*NAME_CLASS*U,Peratallada,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-25,AVENOZA,2024-05-07,SORIANO,,,,,Peratallada
BITECA geoid 1982,GEOGRAPHY*NAME_CLASS*U,Tamarite de Litera,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-19,AVENOZA,,,,,,,Tamarite de Litera
BITECA geoid 1983,GEOGRAPHY*NAME_CLASS*U,Santisteban del Puerto,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-09,SORIANO,2024-05-17,TRIADO,,,,,Santisteban del Puerto
BITECA geoid 1984,GEOGRAPHY*NAME_CLASS*U,Novelda,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-09,AVENOZA,2006-06-09,AVENOZA,,,,,Novelda
BITECA geoid 1985,GEOGRAPHY*NAME_CLASS*U,Almazán,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-09,AVENOZA,,,,,,,Almazán
BITECA geoid 1986,GEOGRAPHY*NAME_CLASS*U,Moxen,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-09,AVENOZA,,,,,,,Moxen
BITECA geoid 1988,GEOGRAPHY*NAME_CLASS*U,Senyoriu de Vilafelig,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-21,AVENOZA,2024-05-07,SORIANO,,,,,Senyoriu de Vilafelig (Altres)
BITECA geoid 1989,GEOGRAPHY*NAME_CLASS*U,Glasgow,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1379,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-23,SORIANO,2008-12-18,SORIANO,,,,,Glasgow
BITECA geoid 1990,GEOGRAPHY*NAME_CLASS*U,Leipzig,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-17,AVENOZA,,,,,,,Leipzig
BITECA geoid 1991,GEOGRAPHY*NAME_CLASS*U,Boston,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1970,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-06,AVENOZA,2008-12-18,SORIANO,,,,,Boston
BITECA geoid 1992,GEOGRAPHY*NAME_CLASS*U,Abranches,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*C,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q877934,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2024-04-10,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q877934,,2024-04-10,Abranches (comtat)
BITECA geoid 1994,GEOGRAPHY*NAME_CLASS*U,Albí,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2006-10-30,AVENOZA,,,,,Albí
BITECA geoid 1995,GEOGRAPHY*NAME_CLASS*U,Viota,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,AVENOZA,2022-09-16,SORIANO,,,,,Viota
BITECA geoid 1996,GEOGRAPHY*NAME_CLASS*U,Baronia de Cruïlles,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-02,AVENOZA,2024-05-17,TRIADO,,,,,Baronia de Cruïlles (Baronia)
BITECA geoid 1997,GEOGRAPHY*NAME_CLASS*U,Dartmouth,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-03,AVENOZA,2024-05-17,TRIADO,,,,,Dartmouth
BITECA geoid 1998,GEOGRAPHY*NAME_CLASS*U,Charny,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-03,AVENOZA,2024-04-02,SORIANO,,,,,Charny (comtat)
BITECA geoid 1999,GEOGRAPHY*NAME_CLASS*U,Pallars Sobirá,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-29,AVENOZA,2015-06-24,AVENOZA,,,,,Pallars Sobirá (comtat)
BITECA geoid 2000,GEOGRAPHY*NAME_CLASS*U,Bellera,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*X,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q929204,,,,,,,,,,,,,,,,2007-03-29,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q929204,,2024-04-10,Bellera (Baronia)
