GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA geoid 1251,GEOGRAPHY*NAME_CLASS*U,Plasencia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-20,AVENOZA,,,,,,,Plasencia
BITECA geoid 1252,GEOGRAPHY*NAME_CLASS*U,Daroca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-22,AVENOZA,,,,,,,Daroca
BITECA geoid 1253,GEOGRAPHY*NAME_CLASS*U,Oliva,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*C,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8557,,,Q780377,,,,,,,,,,,,,,,,1992-05-27,AVENOZA,2024-03-08,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q780377,,2024-03-08,Oliva (comtat)
BITECA geoid 1254,GEOGRAPHY*NAME_CLASS*U,Almenara,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-27,AVENOZA,,,,,,,Almenara
BITECA geoid 1255,GEOGRAPHY*NAME_CLASS*U,Quirra,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*C,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1384,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q3928005,,,,,,,,,,,,,,,,1992-05-28,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q3928005,,2024-02-20,Quirra (comtat)
BITECA geoid 1256,GEOGRAPHY*NAME_CLASS*U,Spezia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-29,AVENOZA,,,,,,,Spezia
BITECA geoid 1257,GEOGRAPHY*NAME_CLASS*U,Sos,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-29,AVENOZA,,,,,,,Sos
BITECA geoid 1258,GEOGRAPHY*NAME_CLASS*U,Madrigalejo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-29,AVENOZA,,,,,,,Madrigalejo
BITECA geoid 1259,GEOGRAPHY*NAME_CLASS*U,Medina del Campo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-29,AVENOZA,,,,,,,Medina del Campo
BITECA geoid 1260,GEOGRAPHY*NAME_CLASS*U,Igualada,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-29,AVENOZA,,,,,,,Igualada
BITECA geoid 1261,GEOGRAPHY*NAME_CLASS*U,Foixà,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-29,AVENOZA,,,,,,,Foixà
BITECA geoid 1262,GEOGRAPHY*NAME_CLASS*U,Épila,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-29,AVENOZA,,,,,,,Épila
BITECA geoid 1263,GEOGRAPHY*NAME_CLASS*U,Valladolid,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-29,AVENOZA,2008-11-10,AVENOZA,,,,,Valladolid
BITECA geoid 1264,GEOGRAPHY*NAME_CLASS*U,La Pobla de Benifassà,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q744088,,,,,,,,,,,,,,,,1992-05-30,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q349279,,2024-02-20,La Pobla de Benifassà
BITECA geoid 1265,GEOGRAPHY*NAME_CLASS*U,Àger,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-02,AVENOZA,,,,,,,Àger
BITECA geoid 1266,GEOGRAPHY*NAME_CLASS*U,Cervera,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-02,AVENOZA,1993-04-06,AVENOZA,,,,,Cervera
BITECA geoid 1267,GEOGRAPHY*NAME_CLASS*U,Muret,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-03,AVENOZA,,,,,,,Muret
BITECA geoid 1268,GEOGRAPHY*NAME_CLASS*U,Catalunya,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-03,AVENOZA,1997-08-23,AVENOZA,,,,,Catalunya (principat)
BITECA geoid 1269,GEOGRAPHY*NAME_CLASS*U,Ávila,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-05,AVENOZA,2014-01-06,FAULHABER,,,,,Ávila
BITECA geoid 1270,GEOGRAPHY*NAME_CLASS*U,Guadalupe,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*S,,BITECA geoid 1142,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q695504,,,,,,,,,,,,,,,,1992-06-05,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q695504,,2023-09-21,Guadalupe
BITECA geoid 1271,GEOGRAPHY*NAME_CLASS*U,Monistrol de Montserrat,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*S,,BITECA geoid 1268,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-06,AVENOZA,2024-02-20,SORIANO,,,,,Monistrol de Montserrat
BITECA geoid 1273,GEOGRAPHY*NAME_CLASS*U,Prades i Mont-ral,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*M,,,GEOGRAPHY*RELATED_GEOCLASS*S,,BITECA geoid 1007,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8557,,,Q751488,,,,,,,,,,,,,,,,1992-06-11,AVENOZA,2024-02-20,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q751488,,2024-02-20,Prades i Mont-ral (Altres)
BITECA geoid 1274,GEOGRAPHY*NAME_CLASS*U,Artà,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-15,AVENOZA,,,,,,,Artà
BITECA geoid 1275,GEOGRAPHY*NAME_CLASS*U,Campanet,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-15,AVENOZA,,,,,,,Campanet
BITECA geoid 1276,GEOGRAPHY*NAME_CLASS*U,Massana,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1275,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-15,AVENOZA,,,,,,,Massana
BITECA geoid 1277,GEOGRAPHY*NAME_CLASS*U,Sobradiel,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-16,AVENOZA,,,,,,,Sobradiel
BITECA geoid 1279,GEOGRAPHY*NAME_CLASS*U,Madrigal de las Altas Torres,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-21,AVENOZA,1993-04-05,AVENOZA,,,,,Madrigal de las Altas Torres
BITECA geoid 1280,GEOGRAPHY*NAME_CLASS*U,Asturias,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-21,AVENOZA,2008-12-18,SORIANO,,,,,Asturias (regió)
BITECA geoid 1281,GEOGRAPHY*NAME_CLASS*U,Penàguila,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-21,AVENOZA,,,,,,,Penàguila
BITECA geoid 1282,GEOGRAPHY*NAME_CLASS*U,Sevilla,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-21,AVENOZA,2008-11-10,AVENOZA,,,,,Sevilla
BITECA geoid 1283,GEOGRAPHY*NAME_CLASS*U,Strasbourg,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1140,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-21,AVENOZA,2008-12-18,SORIANO,,,,,Strasbourg
BITECA geoid 1284,GEOGRAPHY*NAME_CLASS*U,Koblenz,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1184,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-21,AVENOZA,2022-09-16,SORIANO,,,,,Koblenz
BITECA geoid 1285,GEOGRAPHY*NAME_CLASS*U,Baixa Segarra,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q11907628,,,,,,,,,,,,,,,,1992-07-13,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q11907628,,2024-02-20,Baixa Segarra (regió)
BITECA geoid 1286,GEOGRAPHY*NAME_CLASS*U,Onda,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-07-15,AVENOZA,,,,,,,Onda
BITECA geoid 1287,GEOGRAPHY*NAME_CLASS*U,Sòller,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1304,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-07-29,AVENOZA,1996-09-05,AVENOZA,,,,,Sòller
BITECA geoid 1288,GEOGRAPHY*NAME_CLASS*U,Sant Mateu,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1411,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-07-31,AVENOZA,1995-10-28,AVENOZA,,,,,Sant Mateu
BITECA geoid 1289,GEOGRAPHY*NAME_CLASS*U,Polska,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*K,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q36,,,,,,,,,,,,,,,,1992-07-31,AVENOZA,2021-09-29,SORIANO,,,,,Polska (regne)
BITECA geoid 1290,GEOGRAPHY*NAME_CLASS*U,Athina,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-07-31,AVENOZA,2008-12-18,SORIANO,,,,,Athina
BITECA geoid 1291,GEOGRAPHY*NAME_CLASS*U,L’Espluga de Francolí,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-08-01,AVENOZA,2008-12-18,SORIANO,,,,,L’Espluga de Francolí
BITECA geoid 1292,GEOGRAPHY*NAME_CLASS*U,Sant Marçal,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*X,,,GEOGRAPHY*RELATED_GEOCLASS*S,,BITECA geoid 1643,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q65209443,,,,,,,,,,,,,,,,1992-08-21,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q65209443,,2024-02-22,Sant Marçal (Baronia)
BITECA geoid 1293,GEOGRAPHY*NAME_CLASS*U,Sant Bartomeu del Grau,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-08-21,AVENOZA,,,,,,,Sant Bartomeu del Grau
BITECA geoid 1294,GEOGRAPHY*NAME_CLASS*U,Sant Hilari de Sacalm,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-08-21,AVENOZA,,,,,,,Sant Hilari de Sacalm
BITECA geoid 1295,GEOGRAPHY*NAME_CLASS*U,Mas Mansolí,,,,,,,GEOGRAPHY*CLASS*A,GEOGRAPHY*TYPE*L,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1294,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-08-21,AVENOZA,2023-11-17,TRIADO,,,,,Mas Mansolí (Vila / Mas)
BITECA geoid 1296,GEOGRAPHY*NAME_CLASS*U,Balaguer,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-02,AVENOZA,,,,,,,Balaguer
BITECA geoid 1297,GEOGRAPHY*NAME_CLASS*U,Troyes,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1140,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-04,AVENOZA,2008-12-18,SORIANO,,,,,Troyes
BITECA geoid 1298,GEOGRAPHY*NAME_CLASS*U,Soria,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-09,AVENOZA,,,,,,,Soria
BITECA geoid 1299,GEOGRAPHY*NAME_CLASS*U,Mannheim,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1184,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-16,AVENOZA,2008-12-18,SORIANO,,,,,Mannheim
BITECA geoid 1300,GEOGRAPHY*NAME_CLASS*U,Porto,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-16,AVENOZA,,,,,,,Porto
BITECA geoid 1301,GEOGRAPHY*NAME_CLASS*U,New York,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-16,AVENOZA,2008-12-18,SORIANO,,,,,New York
BITECA geoid 1302,GEOGRAPHY*NAME_CLASS*U,Capua,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-16,AVENOZA,,,,,,,Capua
BITECA geoid 1303,GEOGRAPHY*NAME_CLASS*U,Nürnberg,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1184,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-16,AVENOZA,2008-12-18,SORIANO,,,,,Nürnberg
BITECA geoid 1304,GEOGRAPHY*NAME_CLASS*U,Mallorca,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-16,AVENOZA,,,,,,,Mallorca (illa / illes)
BITECA geoid 1305,GEOGRAPHY*NAME_CLASS*U,Siena,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-17,AVENOZA,2008-12-18,SORIANO,,,,,Siena
BITECA geoid 1306,GEOGRAPHY*NAME_CLASS*U,Trieste,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-17,AVENOZA,2008-12-18,SORIANO,,,,,Trieste
BITECA geoid 1307,GEOGRAPHY*NAME_CLASS*U,Pienza,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-17,AVENOZA,,,,,,,Pienza
BITECA geoid 1308,GEOGRAPHY*NAME_CLASS*U,Corsiniano,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1307,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-17,AVENOZA,,,,,,,Corsiniano
BITECA geoid 1309,GEOGRAPHY*NAME_CLASS*U,Ancona,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-17,AVENOZA,,,,,,,Ancona
BITECA geoid 1310,GEOGRAPHY*NAME_CLASS*U,Tomis,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-17,AVENOZA,,,,,,,Tomis
BITECA geoid 1311,GEOGRAPHY*NAME_CLASS*U,Sulmona,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-17,AVENOZA,,,,,,,Sulmona
BITECA geoid 1312,GEOGRAPHY*NAME_CLASS*U,Brussel,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-19,AVENOZA,2008-12-18,SORIANO,,,,,Brussel
BITECA geoid 1313,GEOGRAPHY*NAME_CLASS*U,Sant Marçal,,1727,,1789.0,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*W,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1643,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8557,,,,,,,,,,,,,,,,,,,1992-09-19,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://ca.wikipedia.org/wiki/Baronia_de_Sant_MaꝛC3%A7al,,2024-02-22,Sant Marçal (marquesat)
BITECA geoid 1314,GEOGRAPHY*NAME_CLASS*U,Middlehill,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*SO,,,GEOGRAPHY*RELATED_GEOCLASS*S,,BITECA geoid 1379,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q26509219,,,,,,,,,,,,,,,,1992-09-19,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q26509219,,2024-02-22,Middlehill (Propietat)
BITECA geoid 1315,GEOGRAPHY*NAME_CLASS*U,Cheltenham,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-19,AVENOZA,,,,,,,Cheltenham
BITECA geoid 1316,GEOGRAPHY*NAME_CLASS*U,Sesa,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-19,AVENOZA,,,,,,,Sesa
BITECA geoid 1317,GEOGRAPHY*NAME_CLASS*U,Terranova,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-19,AVENOZA,,,,,,,Terranova
BITECA geoid 1318,GEOGRAPHY*NAME_CLASS*U,Worcester,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-20,AVENOZA,,,,,,,Worcester
BITECA geoid 1319,GEOGRAPHY*NAME_CLASS*U,Comasema,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-21,AVENOZA,2024-04-16,TRIADO,,,,,Comasema (Propietat)
BITECA geoid 1320,GEOGRAPHY*NAME_CLASS*U,Vivot,,1717,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*W,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1014,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q16600855,,,,,,,,,,,,,,,,1992-10-10,AVENOZA,2024-05-17,TRIADO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q16600855,,2024-02-22,Vivot (marquesat)
BITECA geoid 1321,GEOGRAPHY*NAME_CLASS*U,Orléans,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1140,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-10-10,AVENOZA,2008-12-18,SORIANO,,,,,Orléans
BITECA geoid 1322,GEOGRAPHY*NAME_CLASS*U,Osma,,,,,,,GEOGRAPHY*CLASS*E,GEOGRAPHY*TYPE*D,,,,,,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITECA bibid 8556,,,Q49684819,,,,,,,,,,,,,,,,1992-10-11,AVENOZA,2024-02-22,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q49684819,,2024-02-22,Osma (diòcesi)
BITECA geoid 1323,GEOGRAPHY*NAME_CLASS*U,Puente la Reina,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1228,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-10-11,AVENOZA,,,,,,,Puente la Reina
BITECA geoid 1324,GEOGRAPHY*NAME_CLASS*U,Trigona,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-11-03,AVENOZA,2024-06-11,TRIADO,,,,,Trigona (comtat)
BITECA geoid 1325,GEOGRAPHY*NAME_CLASS*U,Atarés,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-11-04,AVENOZA,2022-09-16,SORIANO,,,,,Atarés
BITECA geoid 1326,GEOGRAPHY*NAME_CLASS*U,Campos,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1304,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-11-24,AVENOZA,,,,,,,Campos
BITECA geoid 1327,GEOGRAPHY*NAME_CLASS*U,Firenze,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-11-25,AVENOZA,2008-12-18,SORIANO,,,,,Firenze
BITECA geoid 1328,GEOGRAPHY*NAME_CLASS*U,Gondomar,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-12-06,AVENOZA,,,,,,,Gondomar
BITECA geoid 1329,GEOGRAPHY*NAME_CLASS*U,Alexandria,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1330,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-03,AVENOZA,1993-04-03,AVENOZA,,,,,Alexandria
BITECA geoid 1330,GEOGRAPHY*NAME_CLASS*U,Egipte,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-03,AVENOZA,,,,,,,Egipte (nació)
BITECA geoid 1331,GEOGRAPHY*NAME_CLASS*U,Marquesat de la Romana,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-03,AVENOZA,2024-05-16,SORIANO,,,,,Marquesat de la Romana (marquesat)
BITECA geoid 1332,GEOGRAPHY*NAME_CLASS*U,Béziers,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1140,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-04,AVENOZA,2008-12-18,SORIANO,,,,,Béziers
BITECA geoid 1333,GEOGRAPHY*NAME_CLASS*U,Auvergne,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*R,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BITECA geoid 1140,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-05,AVENOZA,2008-12-18,SORIANO,,,,,Auvergne (regió)
