GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITAGAP geoid 1001,GEOGRAPHY*NAME_CLASS*U,Lisboa,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,38.716667,-9.133333,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1041,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITAGAP bibid 21595,,55-60,Q597,,,,,,,,BITAGAP subid 1420,,,,,,,,1989-12-13,ASKINS,2024-01-12,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q597,,2021-07-16,Lisboa
BITAGAP geoid 1002,GEOGRAPHY*NAME_CLASS*U,Porto,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1042,,,,,,,,BITAGAP bibid 21595,,23-26,,,,,,,,,BITAGAP subid 1390,,,,,,,,1989-12-13,ASKINS,2024-01-28,ASKINS,,,,,Porto
BITAGAP geoid 1003,GEOGRAPHY*NAME_CLASS*U,Alcácer do Sal,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,BITAGAP bibid 7842,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-13,ASKINS,2018-01-01,ASKINS,,,,,Alcácer do Sal
BITAGAP geoid 1004,GEOGRAPHY*NAME_CLASS*U,Alcobaça,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1041,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1989-12-13,ASKINS,2024-01-28,ASKINS,,,,,Alcobaça
BITAGAP geoid 1005,GEOGRAPHY*NAME_CLASS*U,Braga,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3313,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITAGAP bibid 21595,,11-12,,,,,,,,,,,,,,,,,1989-12-13,ASKINS,2024-07-06,SCHAFFER,,,,,Braga
BITAGAP geoid 1006,GEOGRAPHY*NAME_CLASS*U,Chaves,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3258,,,,,,,,BITAGAP bibid 21595,,29-30,,,,,,,,,,,,,,,,,1989-12-13,ASKINS,2024-07-06,SCHAFFER,,,,,Chaves
BITAGAP geoid 1007,GEOGRAPHY*NAME_CLASS*U,Coimbra,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,42.24,-8.45,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1044,,,,,,,,,,,,,,,,,,,BITAGAP subid 1390,,,,,,,,1989-12-13,ASKINS,2024-01-28,ASKINS,,,,,Coimbra
BITAGAP geoid 1008,GEOGRAPHY*NAME_CLASS*U,Évora,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,38.570833,-7.909444,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1045,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BITAGAP bibid 19208,,119-30,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-13,ASKINS,2024-01-28,ASKINS,,,,,Évora
BITAGAP geoid 1009,GEOGRAPHY*NAME_CLASS*U,Guarda,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1043,,,,,,,,BITAGAP bibid 3700,,33-36,,,,,,,,,BITAGAP subid 1224,,,,,,,,1989-12-13,ASKINS,2024-07-07,SCHAFFER,,,,,Guarda
BITAGAP geoid 1010,GEOGRAPHY*NAME_CLASS*U,Guimarães,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3317,,,,,,,,BITAGAP bibid 21595,,13-18,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-13,ASKINS,2024-03-08,ASKINS,,,,,Guimarães
BITAGAP geoid 1011,GEOGRAPHY*NAME_CLASS*U,Paris,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1034,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-13,ASKINS,2024-01-28,ASKINS,,,,,Paris
BITAGAP geoid 1012,GEOGRAPHY*NAME_CLASS*U,Roma,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1036,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-13,ASKINS,2024-07-20,SCHAFFER,,,,,Roma
BITAGAP geoid 1013,GEOGRAPHY*NAME_CLASS*U,Salamanca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-13,ASKINS,2024-01-28,ASKINS,,,,,Salamanca
BITAGAP geoid 1014,GEOGRAPHY*NAME_CLASS*U,Vila Franca de Xira,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-13,ASKINS,2024-01-28,ASKINS,,,,,Vila Franca de Xira
BITAGAP geoid 1015,GEOGRAPHY*NAME_CLASS*U,"Cambridge, MA",,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1038,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-13,ASKINS,2024-01-28,ASKINS,,,,,"Cambridge, MA"
BITAGAP geoid 1016,GEOGRAPHY*NAME_CLASS*U,Beja,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,38.016667,-7.866667,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3167,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-14,ASKINS,2024-07-06,SCHAFFER,,,,,Beja
BITAGAP geoid 1017,GEOGRAPHY*NAME_CLASS*U,Santarém,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,39.239167,-8.687222,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1046,,,,,,,,BITAGAP bibid 21595,,65-67,,,,,,,,,BITAGAP subid 1390,,,,,,,,1989-12-14,ASKINS,2024-01-31,ASKINS,,,,,Santarém
BITAGAP geoid 1018,GEOGRAPHY*NAME_CLASS*U,Sevilha,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1126,,,,,,,,BITAGAP bibid 23819,,263-92,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-14,ASKINS,2022-10-04,SHARRER,,,,,Sevilha
BITAGAP geoid 1019,GEOGRAPHY*NAME_CLASS*U,Cuenca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-14,ASKINS,2024-07-20,SCHAFFER,,,,,Cuenca
BITAGAP geoid 1020,GEOGRAPHY*NAME_CLASS*U,Florença,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1036,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-14,ASKINS,2024-07-20,SCHAFFER,,,,,Florença
BITAGAP geoid 1021,GEOGRAPHY*NAME_CLASS*U,Santiago de Compostela,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,BITAGAP bibid 6991,,604-05,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-14,ASKINS,2024-07-20,SCHAFFER,,,,,Santiago de Compostela
BITAGAP geoid 1022,GEOGRAPHY*NAME_CLASS*U,Lorvão,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1989-12-15,ASKINS,2019-05-01,ASKINS,,,,,Lorvão
BITAGAP geoid 1023,GEOGRAPHY*NAME_CLASS*U,Leiria,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1044,,,,,,,,BITAGAP bibid 21595,,51-54,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-16,ASKINS,2023-10-16,ASKINS,,,,,Leiria
BITAGAP geoid 1024,GEOGRAPHY*NAME_CLASS*U,Madrid,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1989-12-16,ASKINS,2024-07-20,SCHAFFER,,,,,Madrid
BITAGAP geoid 1025,GEOGRAPHY*NAME_CLASS*U,Borba,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2869,,,,,,,,BITAGAP bibid 23267,,,,,,,,,,,,,,,,,,,1989-12-16,ASKINS,2023-01-07,SHARRER,,,,,Borba
BITAGAP geoid 1026,GEOGRAPHY*NAME_CLASS*U,Ourém,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,39.65,-8.583333,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3426,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1989-12-17,ASKINS,2024-04-23,ASKINS,,,,,Ourém
BITAGAP geoid 1027,GEOGRAPHY*NAME_CLASS*U,Arronches,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1045,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-08-25,ASKINS,2020-12-22,ASKINS,,,,,Arronches
BITAGAP geoid 1028,GEOGRAPHY*NAME_CLASS*U,Cascais,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2850,,,,,,,,BITAGAP bibid 21595,,51-54,,,,,,,,,BITAGAP subid 1229,,,,,,,,1989-12-17,ASKINS,2024-07-20,SCHAFFER,,,,,Cascais
BITAGAP geoid 1029,GEOGRAPHY*NAME_CLASS*U,Lovaina,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1310,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-05,ASKINS,2024-07-20,SCHAFFER,,,,,Lovaina
BITAGAP geoid 1030,GEOGRAPHY*NAME_CLASS*U,El Escorial,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-05,ASKINS,2024-07-20,SCHAFFER,,,,,El Escorial
BITAGAP geoid 1031,GEOGRAPHY*NAME_CLASS*U,Lamego,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2851,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1990-01-05,ASKINS,2024-07-06,SCHAFFER,,,,,Lamego
BITAGAP geoid 1032,GEOGRAPHY*NAME_CLASS*U,Palmela,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,38.5675,-8.899167,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1040,,,,,,,,BITAGAP bibid 24134,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1990-01-06,ASKINS,2023-03-11,SHARRER,,,,,Palmela
BITAGAP geoid 1033,GEOGRAPHY*NAME_CLASS*U,Portugal,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-01-28,ASKINS,,,,,Portugal (nação)
BITAGAP geoid 1034,GEOGRAPHY*NAME_CLASS*U,França,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-01-28,ASKINS,,,,,França (nação)
BITAGAP geoid 1035,GEOGRAPHY*NAME_CLASS*U,Espanha,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2001-03-08,ASKINS,,,,,Espanha (nação)
BITAGAP geoid 1036,GEOGRAPHY*NAME_CLASS*U,Itália,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-01-28,ASKINS,,,,,Itália (nação)
BITAGAP geoid 1037,GEOGRAPHY*NAME_CLASS*U,Estados Unidos,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-01-28,ASKINS,,,,,Estados Unidos (nação)
BITAGAP geoid 1038,GEOGRAPHY*NAME_CLASS*U,Massachusetts,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*S,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1037,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-01-28,ASKINS,,,,,Massachusetts (estado)
BITAGAP geoid 1039,GEOGRAPHY*NAME_CLASS*U,Província do Minho,,1832,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-01-28,ASKINS,,,,,Província do Minho (província)
BITAGAP geoid 1040,GEOGRAPHY*NAME_CLASS*U,Baixo Alentejo,,1936,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1033,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-01-28,ASKINS,,,,,Baixo Alentejo (região)
BITAGAP geoid 1041,GEOGRAPHY*NAME_CLASS*U,Província de Estremadura,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*P,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1390,,,,,,,,1990-01-17,ASKINS,2024-01-12,ASKINS,,,,,Província de Estremadura (província)
BITAGAP geoid 1042,GEOGRAPHY*NAME_CLASS*U,Província do Douro Litoral,,1936,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1033,,,,,,,,,,,,,,,,,,,BITAGAP subid 1390,,,,,,,,1990-01-17,ASKINS,2024-07-06,SCHAFFER,,,,,Província do Douro Litoral (província)
BITAGAP geoid 1043,GEOGRAPHY*NAME_CLASS*U,Província de Beira Alta,,1832,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1033,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-01-28,ASKINS,,,,,Província de Beira Alta (província)
BITAGAP geoid 1044,GEOGRAPHY*NAME_CLASS*U,Província da Beira Litoral,,1936,,1976,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1033,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-07-20,SCHAFFER,,,,,Província da Beira Litoral (província)
BITAGAP geoid 1045,GEOGRAPHY*NAME_CLASS*U,Província do Alto Alentejo,,1936,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1033,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-07-06,SCHAFFER,,,,,Província do Alto Alentejo (província)
BITAGAP geoid 1046,GEOGRAPHY*NAME_CLASS*U,Província do Ribatejo,,1936,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-07-06,SCHAFFER,,,,,Província do Ribatejo (província)
BITAGAP geoid 1047,GEOGRAPHY*NAME_CLASS*U,Província de Tràs-os-Montes e Alto Douro,,1936,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1033,,,,,,,,BITAGAP bibid 23597,,,,,,,,,,,,,,,,,,,1990-01-17,ASKINS,2024-07-06,SCHAFFER,,,,,Província de Tràs-os-Montes e Alto Douro (província)
BITAGAP geoid 1048,GEOGRAPHY*NAME_CLASS*U,Burgos,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1990-01-18,ASKINS,2024-01-28,ASKINS,,,,,Burgos
BITAGAP geoid 1049,GEOGRAPHY*NAME_CLASS*U,Granada,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1990-04-01,ASKINS,2018-01-20,ASKINS,,,,,Granada
BITAGAP geoid 1050,GEOGRAPHY*NAME_CLASS*U,Alvor,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1990-04-18,ASKINS,1999-11-25,ASKINS,,,,,Alvor
BITAGAP geoid 1051,GEOGRAPHY*NAME_CLASS*U,Gibraltar,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-04-25,ASKINS,,,,,,,Gibraltar
BITAGAP geoid 1052,GEOGRAPHY*NAME_CLASS*U,Toledo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1990-04-25,ASKINS,1999-11-12,ASKINS,,,,,Toledo
BITAGAP geoid 1053,GEOGRAPHY*NAME_CLASS*U,Pontevedra,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-04-26,ASKINS,,,,,,,Pontevedra
BITAGAP geoid 1054,GEOGRAPHY*NAME_CLASS*U,Ciudad Rodrigo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1013,,,,,,,,,,,,,,,,,,,BITAGAP subid 1230,,,,,,,,1990-04-26,ASKINS,2024-01-28,ASKINS,,,,,Ciudad Rodrigo
BITAGAP geoid 1055,GEOGRAPHY*NAME_CLASS*U,Madagáscar,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-04-26,ASKINS,2024-01-13,ASKINS,,,,,Madagáscar (ilha - ilhas)
BITAGAP geoid 1056,GEOGRAPHY*NAME_CLASS*U,Santa Vaya de Chacín,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-06-09,ASKINS,,,,,,,Santa Vaya de Chacín
BITAGAP geoid 1057,GEOGRAPHY*NAME_CLASS*U,Valdozende,[?],,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2866,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-07-03,ASKINS,2021-12-05,SHARRER,,,,,Valdozende
BITAGAP geoid 1058,GEOGRAPHY*NAME_CLASS*U,Tomar,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,39.6,-8.416667,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1046,,,,,,,,BITAGAP bibid 21595,,73-74,,,,,,,,,BITAGAP subid 1229,,,,,,,,1990-07-13,ASKINS,2024-01-28,ASKINS,,,,,Tomar
BITAGAP geoid 1059,GEOGRAPHY*NAME_CLASS*U,Sintra,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,38.783333,-9.416667,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2850,,,,,,,,BITAGAP bibid 7847,,69-70,,,,,,,,,BITAGAP subid 1390,,,,,,,,1990-07-14,ASKINS,2024-01-28,ASKINS,,,,,Sintra
BITAGAP geoid 1060,GEOGRAPHY*NAME_CLASS*U,Alcáçovas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-07-14,ASKINS,2017-11-07,ASKINS,,,,,Alcáçovas
BITAGAP geoid 1061,GEOGRAPHY*NAME_CLASS*U,Portalegre,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1045,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1990-07-14,ASKINS,2024-05-28,ASKINS,,,,,Portalegre
BITAGAP geoid 1062,GEOGRAPHY*NAME_CLASS*U,Sabugal,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2871,,,,,,,,BITAGAP bibid 23621,,127-43,,,,,,,,,,,,,,,,,1990-07-15,ASKINS,2023-01-07,SHARRER,,,,,Sabugal
BITAGAP geoid 1064,GEOGRAPHY*NAME_CLASS*U,Trancoso,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1390,,,,,,,,1990-08-15,ASKINS,1999-11-07,ASKINS,,,,,Trancoso
BITAGAP geoid 1065,GEOGRAPHY*NAME_CLASS*U,Tentúgal,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,40.223611,-8.585278,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3066,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1990-08-16,ASKINS,2024-01-28,ASKINS,,,,,Tentúgal
BITAGAP geoid 1066,GEOGRAPHY*NAME_CLASS*U,Bragança,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1047,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1990-08-18,ASKINS,2024-01-28,ASKINS,,,,,Bragança
BITAGAP geoid 1067,GEOGRAPHY*NAME_CLASS*U,Vila Viçosa,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1045,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-07,ASKINS,2024-01-28,ASKINS,,,,,Vila Viçosa
BITAGAP geoid 1068,GEOGRAPHY*NAME_CLASS*U,Azuaga,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 6744,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-16,ASKINS,2024-01-28,ASKINS,,,,,Azuaga
BITAGAP geoid 1069,GEOGRAPHY*NAME_CLASS*U,Aveiro,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,40.616667,-8.633333,,,,,,,,,,,BITAGAP bibid 21595,6,43-46,,,,,,,,,BITAGAP subid 1229,,,,,,,,1990-09-18,ASKINS,2021-11-20,ASKINS,,,,,Aveiro
BITAGAP geoid 1070,GEOGRAPHY*NAME_CLASS*U,Mértola,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1040,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-09-29,ASKINS,2024-01-28,ASKINS,,,,,Mértola
BITAGAP geoid 1071,GEOGRAPHY*NAME_CLASS*U,Setúbal,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1041,,,,,,,,BITAGAP bibid 7839,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1991-01-14,ASKINS,2024-07-24,SHARRER,,,,,Setúbal
BITAGAP geoid 1072,GEOGRAPHY*NAME_CLASS*U,Província de Valença,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1035,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-02-03,ASKINS,2024-07-06,SCHAFFER,,,,,Província de Valença (província)
