GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITAGAP geoid 1873,GEOGRAPHY*NAME_CLASS*U,Nazaré,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2852,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-21,ASKINS,2024-07-20,SCHAFFER,,,,,Nazaré
BITAGAP geoid 1874,GEOGRAPHY*NAME_CLASS*U,Alcoentre,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3035,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-21,ASKINS,2024-07-20,SCHAFFER,,,,,Alcoentre
BITAGAP geoid 1875,GEOGRAPHY*NAME_CLASS*O,Famalicão,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-21,ASKINS,2020-02-16,ASKINS,,,,,Vila Nova de Famalicão
BITAGAP geoid 1876,GEOGRAPHY*NAME_CLASS*U,Pedeneira,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1873,,,,,,,,BITAGAP bibid 23156,,15 e passim,IPA.00005960,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-21,ASKINS,2024-07-20,SCHAFFER,UNIVERSAL*INTERNET_CLASS*URL,http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=5960,descrição,2023-09-05,Pedeneira
BITAGAP geoid 1877,GEOGRAPHY*NAME_CLASS*U,Arelho,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-21,ASKINS,,,,,,,Arelho
BITAGAP geoid 1878,GEOGRAPHY*NAME_CLASS*U,Torrozelo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-11-21,ASKINS,2021-01-16,ASKINS,,,,,Torrozelo
BITAGAP geoid 1880,GEOGRAPHY*NAME_CLASS*U,Montes Claros,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-21,ASKINS,,,,,,,Montes Claros (região)
BITAGAP geoid 1881,GEOGRAPHY*NAME_CLASS*U,Sete Cidades,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-21,ASKINS,,,,,,,Sete Cidades (região)
BITAGAP geoid 1882,GEOGRAPHY*NAME_CLASS*U,Alentejo,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,BITAGAP bibid 24635,35,393-405,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,2024-07-24,SHARRER,,,,,Alentejo (região)
BITAGAP geoid 1883,GEOGRAPHY*NAME_CLASS*U,Freguesia de Cacilhas,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*FREG,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1360,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,2024-07-20,SCHAFFER,,,,,Freguesia de Cacilhas (freguesia - paróquia civil)
BITAGAP geoid 1884,GEOGRAPHY*NAME_CLASS*U,Bandeira,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,,,,,,,Bandeira
BITAGAP geoid 1885,GEOGRAPHY*NAME_CLASS*U,Usteda,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,,,,,,,Usteda
BITAGAP geoid 1886,GEOGRAPHY*NAME_CLASS*U,Ipre,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1549,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,2024-07-20,SCHAFFER,,,,,Ipre
BITAGAP geoid 1887,GEOGRAPHY*NAME_CLASS*U,Açores,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,2024-01-13,ASKINS,,,,,Açores (ilha - ilhas)
BITAGAP geoid 1888,GEOGRAPHY*NAME_CLASS*U,Porta Nova,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*L,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1001,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,2024-01-10,ASKINS,,,,,"Porta Nova (porta, praça, rua, fonte)"
BITAGAP geoid 1889,GEOGRAPHY*NAME_CLASS*U,Rua dos Mercadores,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*L,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1001,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,2024-07-20,SCHAFFER,,,,,"Rua dos Mercadores (porta, praça, rua, fonte)"
BITAGAP geoid 1890,GEOGRAPHY*NAME_CLASS*U,Campos do Mondego,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,,,,,,,Campos do Mondego (região)
BITAGAP geoid 1891,GEOGRAPHY*NAME_CLASS*U,Alcácer-Quibir,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,2001-03-10,ASKINS,,,,,Alcácer-Quibir
BITAGAP geoid 1892,GEOGRAPHY*NAME_CLASS*U,Madeira,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,2024-01-13,ASKINS,,,,,Madeira (ilha - ilhas)
BITAGAP geoid 1893,GEOGRAPHY*NAME_CLASS*U,Mántua,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-22,ASKINS,,,,,,,Mántua
BITAGAP geoid 1897,GEOGRAPHY*NAME_CLASS*U,Escaropim,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*LUG,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3969,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-24,ASKINS,2024-07-07,SCHAFFER,,,,,Escaropim (lugar - local)
BITAGAP geoid 1898,GEOGRAPHY*NAME_CLASS*U,Santos,,,,,,,GEOGRAPHY*CLASS*E,GEOGRAPHY*TYPE*M,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-24,ASKINS,1999-11-24,ASKINS,,,,,Santos (mosteiro - convento)
BITAGAP geoid 1899,GEOGRAPHY*NAME_CLASS*U,Azeitão,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*FREANT,,BITAGAP geoid 6198,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-24,ASKINS,2024-07-20,SCHAFFER,,,,,Azeitão
BITAGAP geoid 1900,GEOGRAPHY*NAME_CLASS*U,Paradela,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-24,ASKINS,,,,,,,Paradela
BITAGAP geoid 1901,GEOGRAPHY*NAME_CLASS*U,Ruão,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-24,ASKINS,2011-11-08,ASKINS,,,,,Ruão
BITAGAP geoid 1902,GEOGRAPHY*NAME_CLASS*U,Sião,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*B,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1462,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,2024-07-20,SCHAFFER,,,,,Sião (monte - serra)
BITAGAP geoid 1903,GEOGRAPHY*NAME_CLASS*U,Canha,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3462,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,2022-05-02,ASKINS,,,,,Canha
BITAGAP geoid 1904,GEOGRAPHY*NAME_CLASS*U,Lousada,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,,,,,,,Lousada
BITAGAP geoid 1905,GEOGRAPHY*NAME_CLASS*U,China,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,1999-11-25,ASKINS,,,,,China (região)
BITAGAP geoid 1906,GEOGRAPHY*NAME_CLASS*U,Guiné,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*N,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1485,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,2024-03-04,ASKINS,,,,,Guiné (nação)
BITAGAP geoid 1907,GEOGRAPHY*NAME_CLASS*U,Etiópia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*K,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,,,,,,,Etiópia (reino)
BITAGAP geoid 1908,GEOGRAPHY*NAME_CLASS*U,Valverde,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*FREANT,,BITAGAP geoid 2947,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,2024-07-20,SCHAFFER,,,,,Valverde
BITAGAP geoid 1909,GEOGRAPHY*NAME_CLASS*U,Tetuão,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1312,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,2024-07-20,SCHAFFER,,,,,Tetuão
BITAGAP geoid 1910,GEOGRAPHY*NAME_CLASS*U,Canas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1586,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,2024-07-20,SCHAFFER,,,,,Canas
BITAGAP geoid 1911,GEOGRAPHY*NAME_CLASS*U,Inferno [mitológico],,,,,,,GEOGRAPHY*CLASS*O,GEOGRAPHY*TYPE*K,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,1999-11-25,ASKINS,,,,,Inferno [mitológico] (reino)
BITAGAP geoid 1912,GEOGRAPHY*NAME_CLASS*U,Província de Lusitânia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 8316,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,2024-07-20,SCHAFFER,,,,,Província de Lusitânia (província)
BITAGAP geoid 1913,GEOGRAPHY*NAME_CLASS*U,Lete,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,Aldeia<br />,,1999-11-25,ASKINS,2024-01-12,ASKINS,,,,,Lete
BITAGAP geoid 1914,GEOGRAPHY*NAME_CLASS*U,Mazagão,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1312,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,2024-07-20,SCHAFFER,,,,,Mazagão
BITAGAP geoid 1915,GEOGRAPHY*NAME_CLASS*U,Alpes,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*B,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,2024-01-13,ASKINS,,,,,Alpes (monte - serra)
BITAGAP geoid 1916,GEOGRAPHY*NAME_CLASS*U,Grada,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-25,ASKINS,2024-06-19,ASKINS,,,,,Grada
BITAGAP geoid 1917,GEOGRAPHY*NAME_CLASS*U,Quinta de Ossela,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*QUI,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3158,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2024-07-20,SCHAFFER,,,,,Quinta de Ossela (quinta)
BITAGAP geoid 1918,GEOGRAPHY*NAME_CLASS*U,Sever,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,Aldeia.<br />,,1999-11-26,ASKINS,2024-01-12,ASKINS,,,,,Sever
BITAGAP geoid 1919,GEOGRAPHY*NAME_CLASS*U,Ribeira [Torres Novas],,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4807,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2024-07-07,SCHAFFER,,,,,Ribeira [Torres Novas]
BITAGAP geoid 1920,GEOGRAPHY*NAME_CLASS*U,Portimão,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2011-11-08,ASKINS,,,,,Portimão
BITAGAP geoid 1921,GEOGRAPHY*NAME_CLASS*U,Belmonte,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2014-04-24,ASKINS,,,,,Belmonte
BITAGAP geoid 1922,GEOGRAPHY*NAME_CLASS*U,Santa Maria,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,,,,,,,Santa Maria (região)
BITAGAP geoid 1923,GEOGRAPHY*NAME_CLASS*U,Concelho de Óvoa,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-11-26,ASKINS,2024-01-16,ASKINS,,,,,Concelho de Óvoa (concelho - município)
BITAGAP geoid 1924,GEOGRAPHY*NAME_CLASS*U,Cambra,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,,,,,,,Cambra
BITAGAP geoid 1925,GEOGRAPHY*NAME_CLASS*U,Lousinhão,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2011-11-08,ASKINS,,,,,Lousinhão
BITAGAP geoid 1926,GEOGRAPHY*NAME_CLASS*U,Cantanhede,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,,,,,,,Cantanhede
BITAGAP geoid 1927,GEOGRAPHY*NAME_CLASS*U,Mar Vermelho,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*O,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2024-01-13,ASKINS,,,,,Mar Vermelho (mar)
BITAGAP geoid 1928,GEOGRAPHY*NAME_CLASS*U,Gasconha,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,,,,,,,Gasconha (região)
BITAGAP geoid 1929,GEOGRAPHY*NAME_CLASS*U,Diu,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1183,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2024-07-20,SCHAFFER,,,,,Diu
BITAGAP geoid 1930,GEOGRAPHY*NAME_CLASS*U,Chipre,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2024-01-13,ASKINS,,,,,Chipre (ilha - ilhas)
BITAGAP geoid 1931,GEOGRAPHY*NAME_CLASS*U,Góis,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2011-11-08,ASKINS,,,,,Góis
BITAGAP geoid 1932,GEOGRAPHY*NAME_CLASS*U,Ourique,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,1999-12-06,ASKINS,,,,,Ourique (região)
BITAGAP geoid 1933,GEOGRAPHY*NAME_CLASS*U,Bobadela [Seia],,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4245,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2023-04-13,ASKINS,,,,,Bobadela [Seia]
BITAGAP geoid 1934,GEOGRAPHY*NAME_CLASS*U,Alva,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*FREANT,,BITAGAP geoid 3444,,,,,,,,BITAGAP bibid 24437,,21,Q64766,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2023-08-02,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q64766,,2023-08-02,Alva
BITAGAP geoid 1935,GEOGRAPHY*NAME_CLASS*U,Mira,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,,,,,,,Mira
BITAGAP geoid 1936,GEOGRAPHY*NAME_CLASS*U,Ormuz,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2001-03-10,ASKINS,,,,,Ormuz
BITAGAP geoid 1937,GEOGRAPHY*NAME_CLASS*U,Sigeo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1666,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2024-02-01,ASKINS,,,,,Sigeo
BITAGAP geoid 1938,GEOGRAPHY*NAME_CLASS*U,Esparta,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,,,,,,,Esparta
BITAGAP geoid 1939,GEOGRAPHY*NAME_CLASS*U,Frígia,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,,,,,,,Frígia (região)
BITAGAP geoid 1940,GEOGRAPHY*NAME_CLASS*U,Ida,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*B,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1939,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2024-01-13,ASKINS,,,,,Ida (monte - serra)
BITAGAP geoid 1941,GEOGRAPHY*NAME_CLASS*U,Ténedos,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,2024-01-13,ASKINS,,,,,Ténedos (ilha - ilhas)
BITAGAP geoid 1942,GEOGRAPHY*NAME_CLASS*U,Xanto,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,Aldeia<br />,,1999-11-26,ASKINS,2024-01-12,ASKINS,,,,,Xanto
BITAGAP geoid 1943,GEOGRAPHY*NAME_CLASS*U,Cartago,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,,,,,,,Cartago
BITAGAP geoid 1944,GEOGRAPHY*NAME_CLASS*U,Hiarbas,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-26,ASKINS,,,,,,,Hiarbas
BITAGAP geoid 1945,GEOGRAPHY*NAME_CLASS*U,Tibre,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1036,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,Aldeia.<br />,,1999-11-26,ASKINS,2024-07-20,SCHAFFER,,,,,Tibre
BITAGAP geoid 1946,GEOGRAPHY*NAME_CLASS*U,Guerreira,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-27,ASKINS,,,,,,,Guerreira
BITAGAP geoid 1947,GEOGRAPHY*NAME_CLASS*U,Graciosa,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-27,ASKINS,2024-01-13,ASKINS,,,,,Graciosa (ilha - ilhas)
BITAGAP geoid 1948,GEOGRAPHY*NAME_CLASS*U,Caríbdis,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*X,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-27,ASKINS,,,,,,,Caríbdis (outra)
BITAGAP geoid 1949,GEOGRAPHY*NAME_CLASS*U,Cila,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*D,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-27,ASKINS,2024-01-13,ASKINS,,,,,Cila (estreito)
BITAGAP geoid 1950,GEOGRAPHY*NAME_CLASS*U,Flegeton,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,Aldeia.<br />,,1999-11-27,ASKINS,2024-01-12,ASKINS,,,,,Flegeton
BITAGAP geoid 1951,GEOGRAPHY*NAME_CLASS*U,Parnaso,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*B,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-27,ASKINS,2024-01-13,ASKINS,,,,,Parnaso (monte - serra)
BITAGAP geoid 1952,GEOGRAPHY*NAME_CLASS*U,Baleares,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-27,ASKINS,2024-01-13,ASKINS,,,,,Baleares (ilha - ilhas)
BITAGAP geoid 1953,GEOGRAPHY*NAME_CLASS*U,Creta,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*W,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,1999-11-28,ASKINS,2024-01-13,ASKINS,,,,,Creta (ilha - ilhas)
