INSID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITAGAP insid 6163,INSTITUTIONS*NAME_CLASS*U,Igreja de São Pedro,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 6605,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 6614,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-13,ASKINS,2023-07-28,SHARRER,,,,,Freguesia de São Pedro (freguesia - paróquia civil): Igreja de São Pedro
BITAGAP insid 6164,INSTITUTIONS*NAME_CLASS*U,Igreja de Cerzeno,?,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-13,ASKINS,2024-01-22,ASKINS,,,,,Igreja de Cerzeno
BITAGAP insid 6165,INSTITUTIONS*NAME_CLASS*U,Igreja de Longa,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-13,ASKINS,,,,,,,Igreja de Longa
BITAGAP insid 6167,INSTITUTIONS*NAME_CLASS*U,Igreja de Santiago,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14,ASKINS,,,,,,,Beja: Igreja de Santiago
BITAGAP insid 6168,INSTITUTIONS*NAME_CLASS*U,Igreja de Santiago,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14,ASKINS,,,,,,,Bragança: Igreja de Santiago
BITAGAP insid 6169,INSTITUTIONS*NAME_CLASS*U,Igreja de São Nicolau,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 2727,?,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14,ASKINS,2017-05-01,ASKINS,,,,,Mesão Frio: Igreja de São Nicolau
BITAGAP insid 6170,INSTITUTIONS*NAME_CLASS*U,Igreja de Santa Cruz,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14,ASKINS,,,,,,,Lisboa: Igreja de Santa Cruz
BITAGAP insid 6171,INSTITUTIONS*NAME_CLASS*U,Igreja de Vilarouco,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 3876,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5460,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-17,ASKINS,2023-08-07,SHARRER,,,,,Igreja de Vilarouco
BITAGAP insid 6172,INSTITUTIONS*NAME_CLASS*U,Igreja de São Pedro de Lira,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-18,ASKINS,,,,,,,Chaves: Igreja de São Pedro de Lira
BITAGAP insid 6173,INSTITUTIONS*NAME_CLASS*U,Igreja de Santa Maria de Borvelhão,?,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-19,ASKINS,,,,,,,Igreja de Santa Maria de Borvelhão
BITAGAP insid 6174,INSTITUTIONS*NAME_CLASS*U,Igreja de São Lourenço,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-19,ASKINS,,,,,,,Covilhã: Igreja de São Lourenço
BITAGAP insid 6175,INSTITUTIONS*NAME_CLASS*U,Ermida do Bispado de Lamego,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*1,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5460,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-20,ASKINS,2024-07-14,SCHAFFER,,,,,Ermida do Bispado de Lamego
BITAGAP insid 6176,INSTITUTIONS*NAME_CLASS*U,Igreja de Santa Maria,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-20,ASKINS,2021-09-25,ASKINS,,,,,Duas Igrejas: Igreja de Santa Maria
BITAGAP insid 6177,INSTITUTIONS*NAME_CLASS*U,Igreja de São João,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-20,ASKINS,,,,,,,Beja: Igreja de São João
BITAGAP insid 6178,INSTITUTIONS*NAME_CLASS*U,Igreja de Coêdo,?,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 5626,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-20,ASKINS,2024-07-01,SHARRER,,,,,Igreja de Coêdo
BITAGAP insid 6179,INSTITUTIONS*NAME_CLASS*U,Igreja de São João de Areias,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 6614,,,,,,,,,,,,,,,,,,,,,,,,,No couto do Bispo de Viseu.<br />,,2016-09-21,ASKINS,2017-06-26,ASKINS,,,,,Igreja de São João de Areias
BITAGAP insid 6180,INSTITUTIONS*NAME_CLASS*U,Igreja de Santa Maria,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 3055,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 6614,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-21,ASKINS,2020-02-17,ASKINS,,,,,Sátão: Igreja de Santa Maria
BITAGAP insid 6181,INSTITUTIONS*NAME_CLASS*U,Igreja de São João da Madeira,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-22,ASKINS,,,,,,,Igreja de São João da Madeira
BITAGAP insid 6182,INSTITUTIONS*NAME_CLASS*U,Igreja de São Silvestre,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-22,ASKINS,2022-09-02,ASKINS,,,,,Lousã: Igreja de São Silvestre
BITAGAP insid 6183,INSTITUTIONS*NAME_CLASS*U,Igreja de Merlães,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-22,ASKINS,,,,,,,Igreja de Merlães
BITAGAP insid 6184,INSTITUTIONS*NAME_CLASS*U,Santa Marinha,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-22,ASKINS,,,,,,,Santa Marinha
BITAGAP insid 6185,INSTITUTIONS*NAME_CLASS*U,Igreja de Santiago,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-22,ASKINS,,,,,,,Almada: Igreja de Santiago
BITAGAP insid 6186,INSTITUTIONS*NAME_CLASS*U,Almoxarifado de Beja,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CIVI,INSTITUTIONS*TYPE*16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-22,ASKINS,2019-04-10,ASKINS,,,,,Almoxarifado de Beja
BITAGAP insid 6187,INSTITUTIONS*NAME_CLASS*U,Igreja de Souro Pires,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-23,ASKINS,,,,,,,Igreja de Souro Pires
BITAGAP insid 6188,INSTITUTIONS*NAME_CLASS*U,Igreja de Santa Cristina de Longos,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-23,ASKINS,,,,,,,Guimarães: Igreja de Santa Cristina de Longos
BITAGAP insid 6189,INSTITUTIONS*NAME_CLASS*U,Igreja de São Pedro de Nabais,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1420,,,,,,,,2016-09-24,ASKINS,2019-04-10,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,http://www.patrimoniocultural.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/72931,,,Igreja de São Pedro de Nabais
BITAGAP insid 6190,INSTITUTIONS*NAME_CLASS*U,Igreja de Santa Leocádia,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-25,ASKINS,,,,,,,Igreja de Santa Leocádia
BITAGAP insid 6191,INSTITUTIONS*NAME_CLASS*U,Igreja de Medrões,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 6576,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 6590,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-06,ASKINS,2024-06-23,SCHAFFER,,,,,Diocese do Porto (diocese): Igreja de Medrões
BITAGAP insid 6192,INSTITUTIONS*NAME_CLASS*U,Hospital da Santíssima Trindade,,,,,,Correia (1941),INSTITUTIONS*MILESTONE_CLASS*F,,,,,1317,ca.,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*11,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1089,,,,,,,,BITAGAP bibid 21656,2,"5, 7, 11",,,,,,,BITAGAP bioid 1145,,BITAGAP subid 1229,,,,,,,,2016-09-25,ASKINS,2024-07-17,SHARRER,,,,,Lisboa: Hospital da Santíssima Trindade
BITAGAP insid 6193,INSTITUTIONS*NAME_CLASS*U,Capela de Nossa Senhora do Pópulo,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*20,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,BITAGAP subid 1555,,,,,,,,2016-10-01,ASKINS,2016-10-01,ASKINS,,,,,Caldas da Rainha: Capela de Nossa Senhora do Pópulo
BITAGAP insid 6195,INSTITUTIONS*NAME_CLASS*U,Colegio Real de la Compañía de IHS,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*8,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-02,ASKINS,2016-11-02,ASKINS,,,,,Salamanca: Colegio Real de la Compañía de IHS
BITAGAP insid 6196,INSTITUTIONS*NAME_CLASS*U,Monestir d’Escornalbou,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-08,ASKINS,,,,,,,Monestir d’Escornalbou
BITAGAP insid 6197,INSTITUTIONS*NAME_CLASS*U,Igreja de Pindo,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 8354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-22,ASKINS,2024-07-14,SCHAFFER,,,,,Termo de Penalva (termo): Igreja de Pindo
BITAGAP insid 6198,INSTITUTIONS*NAME_CLASS*U,Igreja da Barbadela,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-23,ASKINS,2016-12-23,ASKINS,,,,,Igreja da Barbadela
BITAGAP insid 6199,INSTITUTIONS*NAME_CLASS*U,Biblioteca do Mosteiro de Alcobaça,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*6,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1004,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1031,,,,,,,,BITAGAP bibid 18410,12731,99-128,,,,,,,,,,,,,,,,,2016-12-24,ASKINS,2024-04-14,SCHAFFER,,,,,Biblioteca do Mosteiro de Alcobaça
BITAGAP insid 6200,INSTITUTIONS*NAME_CLASS*U,Igreja de Santo Estêvão,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-24,ASKINS,2016-12-24,ASKINS,,,,,Leiria: Igreja de Santo Estêvão
BITAGAP insid 6201,INSTITUTIONS*NAME_CLASS*U,Igreja de Santa Maria de Moreiras,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-25,ASKINS,,,,,,,Igreja de Santa Maria de Moreiras
BITAGAP insid 6202,INSTITUTIONS*NAME_CLASS*U,Igreja de Santa Maria,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1266,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 6617,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-26,ASKINS,2017-06-21,ASKINS,,,,,Penamacor: Igreja de Santa Maria
BITAGAP insid 6203,INSTITUTIONS*NAME_CLASS*U,Biblioteca Complutense (Facultad de Letras),,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*EDUCACIONAL,INSTITUTIONS*TYPE*6,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-27,ASKINS,2024-04-23,ASKINS,UNIVERSAL*INTERNET_CLASS*URL,http://revistas.ucm.es/index.php/RFRM/article/viewFile/RFRM9797120535A/12028,,,Madrid: Biblioteca Complutense (Facultad de Letras)
BITAGAP insid 6204,INSTITUTIONS*NAME_CLASS*U,Comenda de Setúbal,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*27,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1103,,,,,,,,BITAGAP bibid 18891,,passim,,,,,,,,,BITAGAP subid 1421,,,,,,,,2017-01-06,ASKINS,2024-06-08,SCHAFFER,,,,,Comenda de Setúbal
BITAGAP insid 6205,INSTITUTIONS*NAME_CLASS*U,Comenda da Arruda,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*27,,,,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1103,,,,,,,,BITAGAP bibid 18890,,21-64,,,,,,,,,BITAGAP subid 1421,,,,,,,,2017-01-06,ASKINS,2024-06-05,SCHAFFER,,,,,Comenda da Arruda
BITAGAP insid 6206,INSTITUTIONS*NAME_CLASS*U,Mosteiro de Leça de Balio,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 3476,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 1085,,,,,,,,BITAGAP bibid 21409,,passim,,,,,,,,,BITAGAP subid 1421,,,,,,,,2017-01-06,ASKINS,2024-07-17,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,https://pt.wikipedia.org/wiki/Mosteiro_de_LęC3%A7a_do_Balio,descrição e história,2022-06-22,Concelho de Matosinhos (concelho - município): Mosteiro de Leça de Balio
BITAGAP insid 6207,INSTITUTIONS*NAME_CLASS*U,Igreja de São João Baptista da Foz do Douro,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1300,antes de,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1002,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5224,,,,,,,,BITAGAP bibid 18145,,30,,,,,,,,,BITAGAP subid 1007,,,,,,,,2017-01-08,ASKINS,2024-07-17,SHARRER,,,,,Porto: Igreja de São João Baptista da Foz do Douro
BITAGAP insid 6208,INSTITUTIONS*NAME_CLASS*U,Igreja paroquial de Alhadas,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 4732,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 6564,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-08,ASKINS,2024-04-23,ASKINS,,,,,Termo de Montemor-o-Velho (termo): Igreja paroquial de Alhadas
BITAGAP insid 6209,INSTITUTIONS*NAME_CLASS*U,Estrelo,?,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-09,ASKINS,2017-01-09,ASKINS,,,,,Estrelo
BITAGAP insid 6210,INSTITUTIONS*NAME_CLASS*U,Igreja de Gandulfe,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-09,ASKINS,,,,,,,Igreja de Gandulfe
BITAGAP insid 6211,INSTITUTIONS*NAME_CLASS*U,São Pedro de Maur,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-09,ASKINS,,,,,,,Freguesia de Riba do Mouro (freguesia - paróquia civil): São Pedro de Maur
BITAGAP insid 6212,INSTITUTIONS*NAME_CLASS*U,Igreja de Santa Maria de Alvorninha,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-10,ASKINS,2017-05-19,ASKINS,,,,,Igreja de Santa Maria de Alvorninha
BITAGAP insid 6213,INSTITUTIONS*NAME_CLASS*U,Igreja de São Miguel de Monte,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-10,ASKINS,,,,,,,Igreja de São Miguel de Monte
BITAGAP insid 6214,INSTITUTIONS*NAME_CLASS*U,Convento de Nossa Senhora dos Remédio de Marialva,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1443,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1009,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5226,,,,,,,,BITAGAP bibid 18145,,179-80,,,,,,,,,BITAGAP subid 1007,,,,,,,,2017-01-13,ASKINS,2024-06-21,SHARRER,,,,,Guarda: Convento de Nossa Senhora dos Remédio de Marialva
BITAGAP insid 6215,INSTITUTIONS*NAME_CLASS*U,Colégio de Nossa Senhora da Estrela,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1570,a quo,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1001,(Lapa-Estrela),,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5224,,,,,,,,BITAGAP bibid 18145,,3-4,,,,,,,,,BITAGAP subid 1007,,,,,,,,2017-01-13,ASKINS,2024-06-21,SHARRER,,,,,Lisboa: Colégio de Nossa Senhora da Estrela
BITAGAP insid 6216,INSTITUTIONS*NAME_CLASS*U,Colégio de São Bento de Coimbra,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1549,ca.,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*8,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1007,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5224,,,,,,,,BITAGAP bibid 20562,,4-6,,,,,,,,,BITAGAP subid 1007,,,,,,,,2017-01-13,ASKINS,2023-01-19,SHARRER,,,,,Colégio de São Bento de Coimbra
BITAGAP insid 6217,INSTITUTIONS*NAME_CLASS*U,Mosteiro de São Salvador de Travanca,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1001,antes de,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 3469,(Amarante - Travanca),,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5224,,,,,,,,BITAGAP bibid 22999,,10,IPA.00003954,,,,,,,,BITAGAP subid 1007,,,,,,,,2017-01-13,ASKINS,2024-06-21,SHARRER,UNIVERSAL*INTERNET_CLASS*URL,http://www.monumentos.gov.pt/site/app_pagesuser/sipa.aspx?id=3954,cronologia,2024-02-20,Concelho de Amarante (concelho - município): Mosteiro de São Salvador de Travanca
BITAGAP insid 6218,INSTITUTIONS*NAME_CLASS*U,Mosteiro de São Bento,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1571,,,,,INSTITUTIONS*CLASS*ECLESIÁSTICA,INSTITUTIONS*TYPE*7,INSTITUTIONS*RELATED_GEOCLASS*L,,BITAGAP geoid 1017,,,,,,,INSTITUTIONS*RELATED_INSCLASS*INR,,BITAGAP insid 5224,,,,,,,,BITAGAP bibid 23203,,18,,,,,,,,,BITAGAP subid 1007,,,,,,,,2017-01-13,ASKINS,2024-02-24,SCHAFFER,UNIVERSAL*INTERNET_CLASS*URL,https://digitarq.arquivos.pt/details?id=1457688,breve história,2024-02-18,Santarém: Mosteiro de São Bento
