MANID,TITLE,TITLE_LOC,TITLE_NICKNAME,MATERIAL,MATERIAL_BASIS,FORMAT,FORMAT_BASIS,STATE,STATE_BASIS,BINDING,BINDING_BASIS,CONDITION,CONDITION_BASIS,LEAF_CLASS,LEAF_COUNT,LEAF_BASIS,COLLATION,COLLATION_BASIS,SIZE_CLASS,SIZE_HEIGHT,SIZE_WIDTH,SIZE_LOC,SIZE_BASIS,PAGE_CLASS,PAGE_DETAIL,PAGE_LOC,PAGE_Q,PAGE_BASIS,HAND_CLASS,HAND_DETAIL,HAND_LOC,HAND_Q,HAND_BASIS,FONT_CLASS,FONT_DETAIL,FONT_LOC,FONT_Q,FONT_BASIS,WATERMARK_CLASS,WATERMARK_DETAIL,WATERMARK_LOC,WATERMARK_Q,WATERMARK_BASIS,GRAPHIC_CLASS,GRAPHIC_DETAIL,GRAPHIC_LOC,GRAPHIC_Q,GRAPHIC_BASIS,MUSIC_CLASS,MUSIC_DETAIL,MUSIC_LOC,MUSIC_Q,MUSIC_BASIS,FEATURE_CLASS,FEATURE_DETAIL,FEATURE_LOC,FEATURE_Q,FEATURE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_MAKER_IDP,MILESTONE_MAKER_ID,MILESTONE_MAKER_IDQ,MILESTONE_MAKERBASIS,MILESTONE_FUNDER_IDP,MILESTONE_FUNDER_ID,MILESTONE_FUNDER_IDQ,MILESTONE_FUNDERBASIS,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_GEOBASIS,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,OWNER_IDP,OWNER_ID,OWNER_IDQ,OWNER_CALLNO,OWNER_ARMS,OWNER_PRICE,OWNER_CURRENCY,OWNER_GEOID,OWNER_GEOIDQ,OWNER_BD,OWNER_BDQ,OWNER_ED,OWNER_EDQ,OWNER_BASIS,CLASS,FIRST_ANAID,FIRST_TEXSEQ,FIRST_TEXID,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNOCLASS,RELATED_LIBCALLNO,RELATED_LIBSEQUENCE,RELATED_LIBBASIS,RELATED_LIBEVENTCLASS,RELATED_LIBEVENTDETAIL,RELATED_LIBEVENTPRICE,RELATED_LIBEVENTCURRENCY,RELATED_LIBEVENTGEOID,RELATED_LIBEVENTGEOIDQ,RELATED_LIBEVENTBD,RELATED_LIBEVENTBDQ,RELATED_LIBEVENTED,RELATED_LIBEVENTEDQ,RELATED_LIBEVENTBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,RELATED_UNICLASS,RELATED_UNIDETAIL,RELATED_UNIID,RELATED_UNILANGUAGE,RELATED_UNIBASIS,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
15,FUERO | DE | ALARCON,tejuelo,MN27 (Dutton),MS_ED*MATERIAL*PAPER,{I}IGM{/I},MS_ED*FORMAT*FOLIO,Faulhaber,Ejemplar que dice al final del colofón “años”,BNE Cat.,"holandesa, con lomo de piel color castaño claro y los planos de papel jaspeado verde, s. XIX",Paz / Faulhaber,f. 67 rasgado,Faulhaber,MS_ED*LEAF_CLASS*FF,[5: h. de respeto] + 1-2: (guardas) + 3-88 (mod.) + [5: h. de respeto],Faulhaber,"1{SS}8(-1){ES} 2-6{SS}8{ES} 7{SS}10(-2,3){ES} 8{SS}10(-3.8){ES} 9-11{SS}8{ES}",Faulhaber,MS_ED*SIZE_CLASS*LEAF,240,132,f. 3,Paz,MS_ED*PAGE_CLASS*LIN,24,9r,?,Faulhaber,MS_ED*HAND_CLASS*PC,formada,1r-6r (tablas),!,Virseda,MS_ED*FONT_CLASS*GOT,158 G,texto,,BNE Cat.,MS_ED*WATERMARK_CLASS*CARR,de 2 ruedas,"ff. 21, 22, 83.84, 86",?,Faulhaber: cfr. Briquet 3528 [1429-1453],MS_ED*GRAPHIC_CLASS*INIS,de 3 ll. en blanco con letras de aviso en el marg.,3r-76v,,Virseda,MS_ED*MUSIC_CLASS*NOT,S,guarda,,Zarco,MS_ED*FEATURE_CLASS*RU,punta de plomo,"8v-44v, 46v-66v",?,Faulhaber,MS_ED*MILESTONE_CLASS*W,Docs. para la familia de Escipión Antolínez,Group 1,BETA bioid 2443,?,Wisconsin,Group 1,BETA bioid 1100,?,Fernández-Ordóñez 2000: “Transmisión’’,BETA geoid 1036,?,Faulhaber,1423-09-10,a quo,1455,ad quem,Faulhaber: composición del texto / biblioteca del conde de Haro,Group 1,BETA bioid 7312,?,14. 39,armas pintadas f. 1r,8,reales,BETA geoid 1006,,1455,ad quem,1455,a quo,Ex-libris ms. f. 1r: “Libro d{I}e{/I}l licençiado | de sant agostin”,MS_ED*CLASS*COMP,BETA cnum 1,10.0,BETA texid 1001,MS_ED*RELATED_BIOCLASS*NM,anotación f. 87 de,BETA bioid 2443,?,1403-04-14,?,1820.0,ad quem,{I}IGM{/I},BETA libid 225,?,Sparfwenfeldt,MS_ED*RELATED_LIBCALLNOCLASS*C,MSS/9477,MA315000,{I}IGM{/I},MS_ED*RELATED_LIBEVENTCLASS*A,por compra de la bibl. del duque del Infantado,1.0,dinero,BETA geoid 1005,?,1576-05-02,ad quem,1962.0,ad quem,Zarco III:490,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 8921,I,151-53,38,MS_ED*RELATED_MANCLASS*OPR,BETA manid 1006,II,ff. 1-49,libros 21-25,MS_ED*RELATED_UNICLASS*CON,también textos en,BETA texid 3934,MS_ED*RELATED_UNILANGUAGE+1*LATIN,Zarco,BETA bioid 7324,BETA geoid 1494,BETA insid 5444,BETA subid 1265,1500,,1600.0,ad quem,Faulhaber,{I}IGM{/I}: el manuscrito está dedicado al condestable D. Álvaro de Luna.<br /><br />Faulhaber: Los dos ex-libris (f. 1r: “Libro d{I}e{/I}l licençiado | de sant agostin”; f. 88v: “libro d{I}e{/I}l cõdestable”) parecen ser de la misma letra.<br /><br />Colación difícil de controlar: el último cuad. es un quinión (ff. 79-88),Identificar escudo,MS_ED*STATUS*1C,1985-07-10,FAULHABER,2024-05-14,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/20/MSS^2F9477/0/X1000608579?user_id=WEBSERVER,BNE Cat.,2024-02-23,"MS: Madrid: Nacional (BNE), MSS/9477. 1423-09-10 a quo - 1455 ad quem. Juan de Alarcón y Valverde, Libro del regimiento de los señores, escrito 1423-09-10 a quo - 1451 ad quem."
