BIOID,NAME_CLASS,NAME_FIRST,NAME_LAST,NAME_NUMBER,NAME_HONORIFIC,NAME_EPITHET,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,TITLE,TITLE_NUMBER,TITLE_CONNECTOR,TITLE_GEOID,TITLE_Q,TITLE_BD,TITLE_BDQ,TITLE_ED,TITLE_EDQ,TITLE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,AFFILIATION_CLASS,AFFILIATION_TYPE,AFFILIATION_Q,AFFILIATION_GEOID,AFFILIATION_GEOIDQ,AFFILIATION_BD,AFFILIATION_BDQ,AFFILIATION_ED,AFFILIATION_EDQ,AFFILIATION_BASIS,SEX,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
15,BIOGRAPHY*NAME_CLASS*NATV,Juan de,Alarcón y Valverde,BIOGRAPHY*NAME_NUMBER*V,BIOGRAPHY*NAME_HONORIFIC*FR,el Magnànim,?,1428-05-21,ad quem,1481-01-06,ad quem,DB~e,BIOGRAPHY*TITLE*REI,BIOGRAPHY*TITLE_NUMBER*1,BIOGRAPHY*TITLE_CONNECTOR*D,BETA geoid 1017,?,1416-04-02,a quo,1458-06-28,a quo,Wikipedia,BIOGRAPHY*MILESTONE_CLASS*BOR,vencedor de la batalla de,,BETA geoid 1107,?,1362,?,1431-04-15,ca.,DB~e,BIOGRAPHY*AFFILIATION_CLASS*ORD,BIOGRAPHY*AFFILIATION_CLASS!ORD*OSA,?,BETA geoid 1005,?,1407,ca.,1449,ca.,DB~e,BIOGRAPHY*SEX*M,BIOGRAPHY*RELATED_BIOCLASS*SON,(teni/a como jurista),BETA bioid 3183,?,1439,?,1416-04-12,?,DB~e,BIOGRAPHY*RELATED_INSCLASS*FUN,(vicario general de los observantes),BETA insid 1157,?,1431,ad quem,1284,ca.,{I}DHEE{/I} 28,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,I,75,Q5952971,BIOGRAPHY*RELATED_MANCLASS*V,BETA manid 2736,1r,37r-v,Q690346,BETA geoid 1105,BETA insid 1083,BETA subid 1032,1503.0,,,,Padrosa,Nombre genérico generalmente utilizado sólo para indicar que no se conoce el nombre del autor o traductor de un texto determinado o para cualquier persona desconocida<br />,comprobar relaciones,1987-12-27,FAULHABER,2023-10-19,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q5952971,Wikidata,2021-06-27,"Juan de Alarcón y Valverde (Fr.), OSA (1407 ca. - 1449)"
16,BIOGRAPHY*NAME_CLASS*NATV,Charles William,Dyson Perrins,,,,,,,,,,,,,,,,,,,,BIOGRAPHY*MILESTONE_CLASS*BOR,,,,,1864-05-24,,,,Wikidata,BIOGRAPHY*AFFILIATION_CLASS*PRO,BIOGRAPHY*AFFILIATION_CLASS!PRO*BIBLIOPHILE,,,,1864,,1958,,VIAF,BIOGRAPHY*SEX*M,,,,,,,,,,,,,,,,,,,BIOGRAPHY*RELATED_BIBCLASS*VID,BETA bibid 8603,,,Q5083550,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2024-05-05,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q5083550,Wikidata,2023-08-30,"Charles William Dyson Perrins, bibliófilo (1864 - 1958)"
